round,method,dataset,num_clients,partition,dirichlet_alpha,task_id,task_start,task_end,global_test_loss,global_test_acc,task1_test_acc,task2_test_acc,forgetting_task1,forgetting_task2,bwt_task1,convergence_round_80,communication_cost_bytes_cum,model_bytes,sampled_clients_per_round,run_id,run_tag
16,fedavg,mnist,50,dirichlet,0.5,2,0,0,13.043806906327092,0.4773,0.0,0.981896729068093,0.9926055652850748,-0.0041143797572515,-0.001362132710644,,191315200,239144,25,143dadf5b941,fedavg_mnist_C50_dirichlet_a0.5
17,fedavg,mnist,50,dirichlet,0.5,2,0,0,13.309368660450096,0.477,0.0,0.9812795721045052,0.9926055652850748,0.0006171569635877,-0.001362132710644,,203272400,239144,25,143dadf5b941,fedavg_mnist_C50_dirichlet_a0.5
18,fedavg,mnist,50,dirichlet,0.5,2,0,0,13.057952456142264,0.4787,0.0,0.984776794898169,0.9926055652850748,-0.002880065830076,-0.001362132710644,,215229600,239144,25,143dadf5b941,fedavg_mnist_C50_dirichlet_a0.5
19,fedavg,mnist,50,dirichlet,0.5,2,0,0,12.779355282034446,0.4787,0.0,0.984776794898169,0.9926055652850748,0.0,-0.001362132710644,,227186800,239144,25,143dadf5b941,fedavg_mnist_C50_dirichlet_a0.5
20,fedavg,mnist,50,dirichlet,0.5,2,0,1,13.358358531259803,0.4796,0.0,0.9866282657889324,0.9926055652850748,-0.0018514708907633,-0.001362132710644,,239144000,239144,25,143dadf5b941,fedavg_mnist_C50_dirichlet_a0.5
0,flwf2,mnist,50,dirichlet,0.01,1,0,0,2.3002485538482667,0.0852,0.001362132710644,0.1738325447438798,0.0,0.0,,,0,239144,25,18e87ce92ff0,flwf2_mnist_C50_dirichlet_a0.01
1,flwf2,mnist,50,dirichlet,0.01,1,1,0,12.554320790100098,0.202,0.3930725822144386,0.0,-0.3917104495037944,0.1738325447438798,0.3917104495037944,,11957200,239144,25,18e87ce92ff0,flwf2_mnist_C50_dirichlet_a0.01
2,flwf2,mnist,50,dirichlet,0.01,1,0,0,9.422056281280518,0.1135,0.2208600895115781,0.0,0.1722124927028604,0.1738325447438798,0.219497956800934,,23914400,239144,25,18e87ce92ff0,flwf2_mnist_C50_dirichlet_a0.01
3,flwf2,mnist,50,dirichlet,0.01,1,0,0,24.868251754760745,0.098,0.1906985794901732,0.0,0.2023740027242654,0.1738325447438798,0.1893364467795291,,35871600,239144,25,18e87ce92ff0,flwf2_mnist_C50_dirichlet_a0.01
4,flwf2,mnist,50,dirichlet,0.01,1,0,0,14.233655506896971,0.0758,0.1474995135240319,0.0,0.2455730686904066,0.1738325447438798,0.1461373808133878,,47828800,239144,25,18e87ce92ff0,flwf2_mnist_C50_dirichlet_a0.01
5,flwf2,mnist,50,dirichlet,0.01,1,0,0,23.689019897460938,0.101,0.1965362911072193,0.0,0.1965362911072193,0.1738325447438798,0.1951741583965752,,59786000,239144,25,18e87ce92ff0,flwf2_mnist_C50_dirichlet_a0.01
6,flwf2,mnist,50,dirichlet,0.01,1,0,0,10.40296259765625,0.0982,0.1910877602646429,0.0,0.2019848219497956,0.1738325447438798,0.1897256275539988,,71743200,239144,25,18e87ce92ff0,flwf2_mnist_C50_dirichlet_a0.01
7,flwf2,mnist,50,dirichlet,0.01,1,0,0,10.92601014328003,0.101,0.1965362911072193,0.0,0.1965362911072193,0.1738325447438798,0.1951741583965752,,83700400,239144,25,18e87ce92ff0,flwf2_mnist_C50_dirichlet_a0.01
8,flwf2,mnist,50,dirichlet,0.01,1,0,0,7.53955270690918,0.1135,0.2208600895115781,0.0,0.1722124927028604,0.1738325447438798,0.219497956800934,,95657600,239144,25,18e87ce92ff0,flwf2_mnist_C50_dirichlet_a0.01
9,flwf2,mnist,50,dirichlet,0.01,1,0,0,24.79041759033203,0.1032,0.2008172796263864,0.0,0.1922553025880521,0.1738325447438798,0.1994551469157423,,107614800,239144,25,18e87ce92ff0,flwf2_mnist_C50_dirichlet_a0.01
10,flwf2,mnist,50,dirichlet,0.01,1,0,1,4.603553386688232,0.0982,0.1910877602646429,0.0,0.2019848219497956,0.1738325447438798,0.1897256275539988,,119572000,239144,25,18e87ce92ff0,flwf2_mnist_C50_dirichlet_a0.01
11,flwf2,mnist,50,dirichlet,0.01,2,1,0,4.59241681137085,0.0982,0.1910877602646429,0.0,0.2019848219497956,0.1738325447438798,0.1897256275539988,,131529200,239144,25,18e87ce92ff0,flwf2_mnist_C50_dirichlet_a0.01
12,flwf2,mnist,50,dirichlet,0.01,2,0,0,4.5796294784545895,0.0982,0.1910877602646429,0.0,0.2019848219497956,0.1738325447438798,0.1897256275539988,,143486400,239144,25,18e87ce92ff0,flwf2_mnist_C50_dirichlet_a0.01
13,flwf2,mnist,50,dirichlet,0.01,2,0,0,4.566017195892334,0.0982,0.1910877602646429,0.0,0.2019848219497956,0.1738325447438798,0.1897256275539988,,155443600,239144,25,18e87ce92ff0,flwf2_mnist_C50_dirichlet_a0.01
14,flwf2,mnist,50,dirichlet,0.01,2,0,0,4.552879459381104,0.0982,0.1910877602646429,0.0,0.2019848219497956,0.1738325447438798,0.1897256275539988,,167400800,239144,25,18e87ce92ff0,flwf2_mnist_C50_dirichlet_a0.01
15,flwf2,mnist,50,dirichlet,0.01,2,0,0,4.540470064544678,0.0982,0.1910877602646429,0.0,0.2019848219497956,0.1738325447438798,0.1897256275539988,,179358000,239144,25,18e87ce92ff0,flwf2_mnist_C50_dirichlet_a0.01
16,flwf2,mnist,50,dirichlet,0.01,2,0,0,4.528004606628418,0.0982,0.1910877602646429,0.0,0.2019848219497956,0.1738325447438798,0.1897256275539988,,191315200,239144,25,18e87ce92ff0,flwf2_mnist_C50_dirichlet_a0.01
17,flwf2,mnist,50,dirichlet,0.01,2,0,0,4.514080376434326,0.0982,0.1910877602646429,0.0,0.2019848219497956,0.1738325447438798,0.1897256275539988,,203272400,239144,25,18e87ce92ff0,flwf2_mnist_C50_dirichlet_a0.01
18,flwf2,mnist,50,dirichlet,0.01,2,0,0,4.501302696990967,0.0982,0.1910877602646429,0.0,0.2019848219497956,0.1738325447438798,0.1897256275539988,,215229600,239144,25,18e87ce92ff0,flwf2_mnist_C50_dirichlet_a0.01
19,flwf2,mnist,50,dirichlet,0.01,2,0,0,4.488756506347657,0.0982,0.1910877602646429,0.0,0.2019848219497956,0.1738325447438798,0.1897256275539988,,227186800,239144,25,18e87ce92ff0,flwf2_mnist_C50_dirichlet_a0.01
20,flwf2,mnist,50,dirichlet,0.01,2,0,1,4.476481689453125,0.0982,0.1910877602646429,0.0,0.2019848219497956,0.1738325447438798,0.1897256275539988,,239144000,239144,25,18e87ce92ff0,flwf2_mnist_C50_dirichlet_a0.01
0,fedavg,mnist,50,dirichlet,0.01,1,0,0,2.3002485538482667,0.0852,0.001362132710644,0.1738325447438798,0.0,0.0,,,0,239144,25,196bcb270fa6,fedavg_mnist_C50_dirichlet_a0.01
1,fedavg,mnist,50,dirichlet,0.01,1,1,0,15.546696273803713,0.2016,0.3922942206654991,0.0,-0.390932087954855,0.1738325447438798,0.390932087954855,,11957200,239144,25,196bcb270fa6,fedavg_mnist_C50_dirichlet_a0.01
2,fedavg,mnist,50,dirichlet,0.01,1,0,0,13.86980922241211,0.098,0.1906985794901732,0.0,0.2015956411753259,0.1738325447438798,0.1893364467795291,,23914400,239144,25,196bcb270fa6,fedavg_mnist_C50_dirichlet_a0.01
3,fedavg,mnist,50,dirichlet,0.01,1,0,0,2.4205129013061524,0.098,0.1906985794901732,0.0,0.2015956411753259,0.1738325447438798,0.1893364467795291,,35871600,239144,25,196bcb270fa6,fedavg_mnist_C50_dirichlet_a0.01
4,fedavg,mnist,50,dirichlet,0.01,1,0,0,14.924392697143556,0.0982,0.1910877602646429,0.0,0.2012064604008562,0.1738325447438798,0.1897256275539988,,47828800,239144,25,196bcb270fa6,fedavg_mnist_C50_dirichlet_a0.01
5,fedavg,mnist,50,dirichlet,0.01,1,0,0,11.55538763885498,0.101,0.1965362911072193,0.0,0.1957579295582798,0.1738325447438798,0.1951741583965752,,59786000,239144,25,196bcb270fa6,fedavg_mnist_C50_dirichlet_a0.01
6,fedavg,mnist,50,dirichlet,0.01,1,0,0,8.643049047851562,0.0982,0.1910877602646429,0.0,0.2012064604008562,0.1738325447438798,0.1897256275539988,,71743200,239144,25,196bcb270fa6,fedavg_mnist_C50_dirichlet_a0.01
7,fedavg,mnist,50,dirichlet,0.01,1,0,0,26.659126977539064,0.101,0.1965362911072193,0.0,0.1957579295582798,0.1738325447438798,0.1951741583965752,,83700400,239144,25,196bcb270fa6,fedavg_mnist_C50_dirichlet_a0.01
8,fedavg,mnist,50,dirichlet,0.01,1,0,0,10.150386614990234,0.1135,0.2208600895115781,0.0,0.171434131153921,0.1738325447438798,0.219497956800934,,95657600,239144,25,196bcb270fa6,fedavg_mnist_C50_dirichlet_a0.01
9,fedavg,mnist,50,dirichlet,0.01,1,0,0,9.317159454345704,0.1032,0.2008172796263864,0.0,0.1914769410391126,0.1738325447438798,0.1994551469157423,,107614800,239144,25,196bcb270fa6,fedavg_mnist_C50_dirichlet_a0.01
10,fedavg,mnist,50,dirichlet,0.01,1,0,1,4.548677006530761,0.2044,0.3977427515080755,0.0,-0.0054485308425763,0.1738325447438798,0.3963806187974313,,119572000,239144,25,196bcb270fa6,fedavg_mnist_C50_dirichlet_a0.01
11,fedavg,mnist,50,dirichlet,0.01,2,1,0,8.444186465454102,0.1028,0.0,0.2114791195227319,0.3977427515080755,-0.0376465747788521,-0.001362132710644,,131529200,239144,25,196bcb270fa6,fedavg_mnist_C50_dirichlet_a0.01
12,fedavg,mnist,50,dirichlet,0.01,2,0,0,3.8185578075408935,0.0974,0.0,0.2003702941781526,0.3977427515080755,0.0111088253445793,-0.001362132710644,,143486400,239144,25,196bcb270fa6,fedavg_mnist_C50_dirichlet_a0.01
13,fedavg,mnist,50,dirichlet,0.01,2,0,0,6.330366749954224,0.1028,0.0,0.2114791195227319,0.3977427515080755,0.0,-0.001362132710644,,155443600,239144,25,196bcb270fa6,fedavg_mnist_C50_dirichlet_a0.01
14,fedavg,mnist,50,dirichlet,0.01,2,0,0,3.512807311248779,0.1018,0.0,0.2094219296441061,0.3977427515080755,0.0020571898786257,-0.001362132710644,,167400800,239144,25,196bcb270fa6,fedavg_mnist_C50_dirichlet_a0.01
15,fedavg,mnist,50,dirichlet,0.01,2,0,0,8.945380572509766,0.1028,0.0,0.2114791195227319,0.3977427515080755,0.0,-0.001362132710644,,179358000,239144,25,196bcb270fa6,fedavg_mnist_C50_dirichlet_a0.01
16,fedavg,mnist,50,dirichlet,0.01,2,0,0,6.9761814079284665,0.1887,0.0,0.3881917300966879,0.3977427515080755,-0.1767126105739559,-0.001362132710644,,191315200,239144,25,196bcb270fa6,fedavg_mnist_C50_dirichlet_a0.01
17,fedavg,mnist,50,dirichlet,0.01,2,0,0,6.1797281192779545,0.2078,0.0,0.4274840567784406,0.3977427515080755,-0.0392923266817527,-0.001362132710644,,203272400,239144,25,196bcb270fa6,fedavg_mnist_C50_dirichlet_a0.01
18,fedavg,mnist,50,dirichlet,0.01,2,0,0,4.717231129837036,0.2577,0.0,0.5301378317218679,0.3977427515080755,-0.1026537749434272,-0.001362132710644,,215229600,239144,25,196bcb270fa6,fedavg_mnist_C50_dirichlet_a0.01
19,fedavg,mnist,50,dirichlet,0.01,2,0,0,10.103345403289795,0.1897,0.0,0.3902489199753137,0.3977427515080755,0.1398889117465541,-0.001362132710644,,227186800,239144,25,196bcb270fa6,fedavg_mnist_C50_dirichlet_a0.01
20,fedavg,mnist,50,dirichlet,0.01,2,0,1,6.360721530151367,0.0974,0.0,0.2003702941781526,0.3977427515080755,0.3297675375437152,-0.001362132710644,,239144000,239144,25,196bcb270fa6,fedavg_mnist_C50_dirichlet_a0.01
0,flwf2,cifar10,10,dirichlet,0.01,1,0,0,2.3113226694107056,0.1002,0.052,0.1484,0.0,0.0,,,0,241448,5,1a8ee91ee4ad,flwf2_cifar10_C10_dirichlet_a0.01
1,flwf2,cifar10,10,dirichlet,0.01,1,1,0,3.817978148078919,0.2056,0.4112,0.0,-0.3592,0.1484,0.3592,,2414480,241448,5,1a8ee91ee4ad,flwf2_cifar10_C10_dirichlet_a0.01
2,flwf2,cifar10,10,dirichlet,0.01,1,0,0,7.351989464187622,0.2232,0.4464,0.0,-0.0352,0.1484,0.3944,,4828960,241448,5,1a8ee91ee4ad,flwf2_cifar10_C10_dirichlet_a0.01
3,flwf2,cifar10,10,dirichlet,0.01,1,0,0,205.7037003662109,0.1,0.2,0.0,0.2464,0.1484,0.148,,7243440,241448,5,1a8ee91ee4ad,flwf2_cifar10_C10_dirichlet_a0.01
4,flwf2,cifar10,10,dirichlet,0.01,1,0,0,11.73623936920166,0.0949,0.1898,0.0,0.2566,0.1484,0.1378,,9657920,241448,5,1a8ee91ee4ad,flwf2_cifar10_C10_dirichlet_a0.01
5,flwf2,cifar10,10,dirichlet,0.01,1,0,0,4.312584537124634,0.1382,0.2764,0.0,0.17,0.1484,0.2244,,12072400,241448,5,1a8ee91ee4ad,flwf2_cifar10_C10_dirichlet_a0.01
6,flwf2,cifar10,10,dirichlet,0.01,1,0,0,16.436533728790284,0.1006,0.2012,0.0,0.2452,0.1484,0.1492,,14486880,241448,5,1a8ee91ee4ad,flwf2_cifar10_C10_dirichlet_a0.01
7,flwf2,cifar10,10,dirichlet,0.01,1,0,0,4.276448439598084,0.1789,0.3578,0.0,0.0886,0.1484,0.3058,,16901360,241448,5,1a8ee91ee4ad,flwf2_cifar10_C10_dirichlet_a0.01
8,flwf2,cifar10,10,dirichlet,0.01,1,0,0,7.145499190139771,0.2281,0.4562,0.0,-0.0097999999999999,0.1484,0.4042,,19315840,241448,5,1a8ee91ee4ad,flwf2_cifar10_C10_dirichlet_a0.01
9,flwf2,cifar10,10,dirichlet,0.01,1,0,0,151.01082052001954,0.1,0.2,0.0,0.2562,0.1484,0.148,,21730320,241448,5,1a8ee91ee4ad,flwf2_cifar10_C10_dirichlet_a0.01
10,flwf2,cifar10,10,dirichlet,0.01,1,0,1,174.82734981689453,0.1007,0.2014,0.0,0.2548,0.1484,0.1494,,24144800,241448,5,1a8ee91ee4ad,flwf2_cifar10_C10_dirichlet_a0.01
11,flwf2,cifar10,10,dirichlet,0.01,2,1,0,82.29130754394531,0.1004,0.2008,0.0,0.2553999999999999,0.1484,0.1488,,26559280,241448,5,1a8ee91ee4ad,flwf2_cifar10_C10_dirichlet_a0.01
12,flwf2,cifar10,10,dirichlet,0.01,2,0,0,48.4588068725586,0.1006,0.2012,0.0,0.255,0.1484,0.1492,,28973760,241448,5,1a8ee91ee4ad,flwf2_cifar10_C10_dirichlet_a0.01
13,flwf2,cifar10,10,dirichlet,0.01,2,0,0,40.57310368347168,0.1004,0.2008,0.0,0.2553999999999999,0.1484,0.1488,,31388240,241448,5,1a8ee91ee4ad,flwf2_cifar10_C10_dirichlet_a0.01
14,flwf2,cifar10,10,dirichlet,0.01,2,0,0,37.7934832611084,0.1004,0.2008,0.0,0.2553999999999999,0.1484,0.1488,,33802720,241448,5,1a8ee91ee4ad,flwf2_cifar10_C10_dirichlet_a0.01
15,flwf2,cifar10,10,dirichlet,0.01,2,0,0,35.00648797607422,0.1004,0.2008,0.0,0.2553999999999999,0.1484,0.1488,,36217200,241448,5,1a8ee91ee4ad,flwf2_cifar10_C10_dirichlet_a0.01
16,flwf2,cifar10,10,dirichlet,0.01,2,0,0,32.231844409179686,0.1004,0.2008,0.0,0.2553999999999999,0.1484,0.1488,,38631680,241448,5,1a8ee91ee4ad,flwf2_cifar10_C10_dirichlet_a0.01
17,flwf2,cifar10,10,dirichlet,0.01,2,0,0,29.996124002075195,0.1004,0.2008,0.0,0.2553999999999999,0.1484,0.1488,,41046160,241448,5,1a8ee91ee4ad,flwf2_cifar10_C10_dirichlet_a0.01
18,flwf2,cifar10,10,dirichlet,0.01,2,0,0,28.794441104125976,0.1004,0.2008,0.0,0.2553999999999999,0.1484,0.1488,,43460640,241448,5,1a8ee91ee4ad,flwf2_cifar10_C10_dirichlet_a0.01
19,flwf2,cifar10,10,dirichlet,0.01,2,0,0,27.81176433563233,0.1004,0.2008,0.0,0.2553999999999999,0.1484,0.1488,,45875120,241448,5,1a8ee91ee4ad,flwf2_cifar10_C10_dirichlet_a0.01
20,flwf2,cifar10,10,dirichlet,0.01,2,0,1,27.10176398773193,0.1004,0.2008,0.0,0.2553999999999999,0.1484,0.1488,,48289600,241448,5,1a8ee91ee4ad,flwf2_cifar10_C10_dirichlet_a0.01
0,fedavg,mnist,10,dirichlet,0.01,1,0,0,2.300247758102417,0.0852,0.001362132710644,0.1738325447438798,0.0,0.0,,,0,239144,5,1b5248845dc0,fedavg_mnist_C10_dirichlet_a0.01
1,fedavg,mnist,10,dirichlet,0.01,1,1,0,11.089551306915284,0.1246,0.2424596224946487,0.0,-0.2410974897840046,0.1738325447438798,0.2410974897840046,,2391440,239144,5,1b5248845dc0,fedavg_mnist_C10_dirichlet_a0.01
2,fedavg,mnist,10,dirichlet,0.01,1,0,0,30.340633032226563,0.101,0.1965362911072193,0.0,0.0459233313874294,0.1738325447438798,0.1951741583965752,,4782880,239144,5,1b5248845dc0,fedavg_mnist_C10_dirichlet_a0.01
3,fedavg,mnist,10,dirichlet,0.01,1,0,0,21.71887913208008,0.1135,0.2208600895115781,0.0,0.0215995329830706,0.1738325447438798,0.219497956800934,,7174320,239144,5,1b5248845dc0,fedavg_mnist_C10_dirichlet_a0.01
4,fedavg,mnist,10,dirichlet,0.01,1,0,0,17.24558195800781,0.1763,0.3430628526950768,0.0,-0.1006032302004281,0.1738325447438798,0.3417007199844327,,9565760,239144,5,1b5248845dc0,fedavg_mnist_C10_dirichlet_a0.01
5,fedavg,mnist,10,dirichlet,0.01,1,0,0,25.12526701660156,0.101,0.1965362911072193,0.0,0.1465265615878575,0.1738325447438798,0.1951741583965752,,11957200,239144,5,1b5248845dc0,fedavg_mnist_C10_dirichlet_a0.01
6,fedavg,mnist,10,dirichlet,0.01,1,0,0,66.94574908447265,0.1135,0.2208600895115781,0.0,0.1222027631834987,0.1738325447438798,0.219497956800934,,14348640,239144,5,1b5248845dc0,fedavg_mnist_C10_dirichlet_a0.01
7,fedavg,mnist,10,dirichlet,0.01,1,0,0,64.30258878173828,0.101,0.1965362911072193,0.0,0.1465265615878575,0.1738325447438798,0.1951741583965752,,16740080,239144,5,1b5248845dc0,fedavg_mnist_C10_dirichlet_a0.01
8,fedavg,mnist,10,dirichlet,0.01,1,0,0,22.507826141357423,0.1036,0.2015956411753259,0.0,0.1414672115197509,0.1738325447438798,0.2002335084646818,,19131520,239144,5,1b5248845dc0,fedavg_mnist_C10_dirichlet_a0.01
9,fedavg,mnist,10,dirichlet,0.01,1,0,0,44.87664196777344,0.098,0.1906985794901732,0.0,0.1523642732049036,0.1738325447438798,0.1893364467795291,,21522960,239144,5,1b5248845dc0,fedavg_mnist_C10_dirichlet_a0.01
10,fedavg,mnist,10,dirichlet,0.01,1,0,1,152.93387485351562,0.0982,0.1910877602646429,0.0,0.1519750924304339,0.1738325447438798,0.1897256275539988,,23914400,239144,5,1b5248845dc0,fedavg_mnist_C10_dirichlet_a0.01
11,fedavg,mnist,10,dirichlet,0.01,2,1,0,12.352239520263671,0.0892,0.0,0.1835013371734211,0.3430628526950768,-0.0096687924295412,-0.001362132710644,,26305840,239144,5,1b5248845dc0,fedavg_mnist_C10_dirichlet_a0.01
12,fedavg,mnist,10,dirichlet,0.01,2,0,0,200.64284841308597,0.1028,0.0,0.2114791195227319,0.3430628526950768,-0.0279777823493108,-0.001362132710644,,28697280,239144,5,1b5248845dc0,fedavg_mnist_C10_dirichlet_a0.01
13,fedavg,mnist,10,dirichlet,0.01,2,0,0,61.55717430419922,0.0892,0.0,0.1835013371734211,0.3430628526950768,0.0279777823493108,-0.001362132710644,,31088720,239144,5,1b5248845dc0,fedavg_mnist_C10_dirichlet_a0.01
14,fedavg,mnist,10,dirichlet,0.01,2,0,0,2.6881079662323,0.2262,0.0,0.4653363505451553,0.3430628526950768,-0.2538572310224233,-0.001362132710644,,33480160,239144,5,1b5248845dc0,fedavg_mnist_C10_dirichlet_a0.01
15,fedavg,mnist,10,dirichlet,0.01,2,0,0,28.675728125,0.0892,0.0,0.1835013371734211,0.3430628526950768,0.2818350133717342,-0.001362132710644,,35871600,239144,5,1b5248845dc0,fedavg_mnist_C10_dirichlet_a0.01
16,fedavg,mnist,10,dirichlet,0.01,2,0,0,2.53502551612854,0.1028,0.0,0.2114791195227319,0.3430628526950768,0.2538572310224233,-0.001362132710644,,38263040,239144,5,1b5248845dc0,fedavg_mnist_C10_dirichlet_a0.01
17,fedavg,mnist,10,dirichlet,0.01,2,0,0,25.444466595458984,0.0958,0.0,0.1970787903723513,0.3430628526950768,0.2682575601728039,-0.001362132710644,,40654480,239144,5,1b5248845dc0,fedavg_mnist_C10_dirichlet_a0.01
18,fedavg,mnist,10,dirichlet,0.01,2,0,0,15.68138000946045,0.0894,0.0,0.1839127751491462,0.3430628526950768,0.281423575396009,-0.001362132710644,,43045920,239144,5,1b5248845dc0,fedavg_mnist_C10_dirichlet_a0.01
19,fedavg,mnist,10,dirichlet,0.01,2,0,0,3.256345344543457,0.1028,0.0,0.2114791195227319,0.3430628526950768,0.2538572310224233,-0.001362132710644,,45437360,239144,5,1b5248845dc0,fedavg_mnist_C10_dirichlet_a0.01
20,fedavg,mnist,10,dirichlet,0.01,2,0,1,3.5059536445617674,0.0892,0.0,0.1835013371734211,0.3430628526950768,0.2818350133717342,-0.001362132710644,,47828800,239144,5,1b5248845dc0,fedavg_mnist_C10_dirichlet_a0.01
0,flwf2,fmnist,100,dirichlet,0.1,1,0,0,2.307141382789612,0.086,0.0016,0.1704,0.0,0.0,,,0,239144,50,1ba301e85541,flwf2_fmnist_C100_dirichlet_a0.1
1,flwf2,fmnist,100,dirichlet,0.1,1,1,0,2.729837821483612,0.2301,0.4602,0.0,-0.4586,0.1704,0.4586,,23914400,239144,50,1ba301e85541,flwf2_fmnist_C100_dirichlet_a0.1
2,flwf2,fmnist,100,dirichlet,0.1,1,0,0,3.11587875187397,0.3289,0.6578,0.0,-0.1976,0.1704,0.6562,,47828800,239144,50,1ba301e85541,flwf2_fmnist_C100_dirichlet_a0.1
3,flwf2,fmnist,100,dirichlet,0.1,1,0,0,3.9282973278999327,0.3431,0.6862,0.0,-0.0283999999999999,0.1704,0.6846,,71743200,239144,50,1ba301e85541,flwf2_fmnist_C100_dirichlet_a0.1
4,flwf2,fmnist,100,dirichlet,0.1,1,0,0,3.959665176773072,0.3246,0.6492,0.0,0.037,0.1704,0.6476,,95657600,239144,50,1ba301e85541,flwf2_fmnist_C100_dirichlet_a0.1
5,flwf2,fmnist,100,dirichlet,0.1,1,0,0,3.551069008159637,0.3488,0.6976,0.0,-0.0113999999999999,0.1704,0.696,,119572000,239144,50,1ba301e85541,flwf2_fmnist_C100_dirichlet_a0.1
6,flwf2,fmnist,100,dirichlet,0.1,1,0,0,3.2382552384376524,0.4119,0.8238,0.0,-0.1261999999999999,0.1704,0.8221999999999999,,143486400,239144,50,1ba301e85541,flwf2_fmnist_C100_dirichlet_a0.1
7,flwf2,fmnist,100,dirichlet,0.1,1,0,0,3.71697831659317,0.404,0.808,0.0,0.0157999999999999,0.1704,0.8064,,167400800,239144,50,1ba301e85541,flwf2_fmnist_C100_dirichlet_a0.1
8,flwf2,fmnist,100,dirichlet,0.1,1,0,0,3.948171005487442,0.4046,0.8092,0.0,0.0145999999999999,0.1704,0.8076,,191315200,239144,50,1ba301e85541,flwf2_fmnist_C100_dirichlet_a0.1
9,flwf2,fmnist,100,dirichlet,0.1,1,0,0,4.224286990737915,0.3629,0.7258,0.0,0.0979999999999999,0.1704,0.7242,,215229600,239144,50,1ba301e85541,flwf2_fmnist_C100_dirichlet_a0.1
10,flwf2,fmnist,100,dirichlet,0.1,1,0,1,4.080449589705467,0.3451,0.6902,0.0,0.1335999999999999,0.1704,0.6886,,239144000,239144,50,1ba301e85541,flwf2_fmnist_C100_dirichlet_a0.1
11,flwf2,fmnist,100,dirichlet,0.1,2,1,0,4.050704371309281,0.345,0.69,0.0,0.1338,0.1704,0.6883999999999999,,263058400,239144,50,1ba301e85541,flwf2_fmnist_C100_dirichlet_a0.1
12,flwf2,fmnist,100,dirichlet,0.1,2,0,0,4.024825383543968,0.345,0.69,0.0,0.1338,0.1704,0.6883999999999999,,286972800,239144,50,1ba301e85541,flwf2_fmnist_C100_dirichlet_a0.1
13,flwf2,fmnist,100,dirichlet,0.1,2,0,0,3.998761095952988,0.345,0.69,0.0,0.1338,0.1704,0.6883999999999999,,310887200,239144,50,1ba301e85541,flwf2_fmnist_C100_dirichlet_a0.1
14,flwf2,fmnist,100,dirichlet,0.1,2,0,0,3.973216042160988,0.345,0.69,0.0,0.1338,0.1704,0.6883999999999999,,334801600,239144,50,1ba301e85541,flwf2_fmnist_C100_dirichlet_a0.1
15,flwf2,fmnist,100,dirichlet,0.1,2,0,0,3.944115622615814,0.345,0.69,0.0,0.1338,0.1704,0.6883999999999999,,358716000,239144,50,1ba301e85541,flwf2_fmnist_C100_dirichlet_a0.1
16,flwf2,fmnist,100,dirichlet,0.1,2,0,0,3.915393386888504,0.345,0.69,0.0,0.1338,0.1704,0.6883999999999999,,382630400,239144,50,1ba301e85541,flwf2_fmnist_C100_dirichlet_a0.1
17,flwf2,fmnist,100,dirichlet,0.1,2,0,0,3.888031276130676,0.345,0.69,0.0,0.1338,0.1704,0.6883999999999999,,406544800,239144,50,1ba301e85541,flwf2_fmnist_C100_dirichlet_a0.1
18,flwf2,fmnist,100,dirichlet,0.1,2,0,0,3.8641511585712434,0.345,0.69,0.0,0.1338,0.1704,0.6883999999999999,,430459200,239144,50,1ba301e85541,flwf2_fmnist_C100_dirichlet_a0.1
19,flwf2,fmnist,100,dirichlet,0.1,2,0,0,3.8371588200569153,0.345,0.69,0.0,0.1338,0.1704,0.6883999999999999,,454373600,239144,50,1ba301e85541,flwf2_fmnist_C100_dirichlet_a0.1
20,flwf2,fmnist,100,dirichlet,0.1,2,0,1,3.812852225971222,0.345,0.69,0.0,0.1338,0.1704,0.6883999999999999,,478288000,239144,50,1ba301e85541,flwf2_fmnist_C100_dirichlet_a0.1
0,flwf2,mnist,10,dirichlet,1.0,1,0,0,2.3002485538482667,0.0852,0.001362132710644,0.1738325447438798,0.0,0.0,,,0,239144,5,1bdbea7aa658,flwf2_mnist_C10_dirichlet_a1.0
1,flwf2,mnist,10,dirichlet,1.0,1,1,0,7.663317220922163,0.5095,0.9914380229616656,0.0,-0.9900758902510216,0.1738325447438798,0.9900758902510216,,2391440,239144,5,1bdbea7aa658,flwf2_mnist_C10_dirichlet_a1.0
2,flwf2,mnist,10,dirichlet,1.0,1,0,0,8.551202346574318,0.5113,0.9949406499318934,0.0,-0.0035026269702276,0.1738325447438798,0.9935785172212492,,4782880,239144,5,1bdbea7aa658,flwf2_mnist_C10_dirichlet_a1.0
3,flwf2,mnist,10,dirichlet,1.0,1,0,0,9.26819498839166,0.5124,0.997081144191477,0.0,-0.0021404942595836,0.1738325447438798,0.9957190114808327,,7174320,239144,5,1bdbea7aa658,flwf2_mnist_C10_dirichlet_a1.0
4,flwf2,mnist,10,dirichlet,1.0,1,0,0,10.299534547673796,0.5125,0.9972757345787118,0.0,-0.0001945903872347,0.1738325447438798,0.9959136018680677,,9565760,239144,5,1bdbea7aa658,flwf2_mnist_C10_dirichlet_a1.0
5,flwf2,mnist,10,dirichlet,1.0,1,0,0,10.135801930407888,0.5125,0.9972757345787118,0.0,0.0,0.1738325447438798,0.9959136018680677,,11957200,239144,5,1bdbea7aa658,flwf2_mnist_C10_dirichlet_a1.0
